,result,score
126,anomaly,0.975705506337564
127,anomaly,0.9759031429611651
128,anomaly,0.9720905006190206
129,anomaly,0.9780429113225075
130,anomaly,0.9794056630670536
131,anomaly,0.9777854367697647
132,anomaly,0.9753086698987463
133,anomaly,0.981201622508133
134,anomaly,0.9823231897435684
135,anomaly,0.9856689965175126
136,anomaly,0.9830022990427241
137,anomaly,0.9866299186747649
138,anomaly,0.9818436315847577
139,anomaly,0.9865554658790705
140,anomaly,0.9856261196068445
141,anomaly,0.9861954018369081
142,anomaly,0.984699096735189
143,anomaly,0.9806455378451213
144,anomaly,0.9809824971387225
145,anomaly,0.9813663099152276
146,anomaly,0.9781536263018819
147,anomaly,0.9797524290004682
148,anomaly,0.980800948520871
149,anomaly,0.9830205182237102
150,anomaly,0.984511990637302
151,anomaly,0.9789218291276961
152,anomaly,0.9802306486524297
153,anomaly,0.9820062037144185
154,anomaly,0.9821954604955012
155,anomaly,0.983813779249427
156,anomaly,0.9827794865008017
157,anomaly,0.9848568755983053
158,anomaly,0.988143082432777
159,anomaly,0.9868519995250554
160,anomaly,0.9866492613940511
161,anomaly,0.9869053549374094
162,anomaly,0.9826375959302813
163,anomaly,0.9809261205850816
164,anomaly,0.9811854417422213
165,anomaly,0.9808374550763171
166,anomaly,0.9781650783136081
167,anomaly,0.9747223766898734
168,anomaly,0.975252554155633
169,anomaly,0.9778698201056965
170,anomaly,0.9772223782275494
171,anomaly,0.9762377950291613
172,anomaly,0.9783993620477355
173,anomaly,0.9829685309810059
174,anomaly,0.9845206048224097
175,anomaly,0.9798421674512815
176,anomaly,0.9806001139437756
177,anomaly,0.9867236466880906
178,anomaly,0.9892941678160451
179,anomaly,0.9886152466674313
180,anomaly,0.9854590917373881
181,anomaly,0.9851623890206934
182,anomaly,0.9875512160319281
183,anomaly,0.9878772513020312
184,anomaly,0.9840916206138565
185,anomaly,0.9781907894347528
186,anomaly,0.9778924558140409
187,anomaly,0.9827100678487413
188,anomaly,0.9848877858595764
189,anomaly,0.9836199483274278
190,anomaly,0.9792268541107558
191,anomaly,0.9760790892021911
192,anomaly,0.9800843319382395
193,anomaly,0.9980119468847207
194,anomaly,1.0
195,anomaly,0.9761264793851365
196,anomaly,0.9663506395944269
197,anomaly,0.9590962525234603
198,anomaly,0.984644608806161
199,anomaly,0.952707346547748
